movie_id,movie_name,runtime_min,mpa_rating,movie_year,genre
845,Crazy About Her,107,TV-MA,2021,"Comedies, International Movies, Romantic Movies"
846,Fuga,112,TV-MA,2006,"Dramas, Independent Movies, International Movies"
847,No Escape,103,R,2015,Action & Adventure
848,Our Idiot Brother,90,R,2011,"Comedies, Dramas, Independent Movies"
849,The Girl on the Train,120,TV-MA,2021,"International Movies, Thrillers"
850,Tony Manero,97,TV-MA,2008,"Dramas, Independent Movies, International Movies"
851,Who Am I,102,TV-MA,2014,"International Movies, Thrillers"
852,Geez & Ann,106,TV-PG,2021,"Dramas, International Movies, Romantic Movies"
853,M8 - When Death Rescues Life,84,TV-MA,2019,"Dramas, International Movies"
854,"Blue, Painful, Fragile",119,TV-14,2020,"International Movies, Thrillers"
855,Brian Regan: On the Rocks,58,TV-G,2021,Stand-Up Comedy
856,Made You Look: A True Story About Fake Art,90,TV-14,2020,"Documentaries, International Movies"
857,PelÃ©,109,TV-14,2021,"Documentaries, International Movies, Sports Movies"
858,Red,143,TV-14,2021,"Dramas, International Movies"
859,The Conjuring,112,R,2013,"Horror Movies, Thrillers"
860,The Conjuring 2,134,R,2016,Horror Movies
861,Classmates Minus,123,TV-MA,2020,"Comedies, Dramas, Independent Movies"
862,Operation Finale,123,PG-13,2018,"Dramas, Thrillers"
863,I Care a Lot,118,R,2021,"Comedies, LGBTQ Movies, Thrillers"
864,Love,91,TV-14,2020,"Dramas, Independent Movies, International Movies"
865,PerÃº: Tesoro escondido,76,TV-PG,2017,"Documentaries, International Movies"
866,Wave of Cinema: Surat dari Timur,58,TV-G,2020,"Documentaries, International Movies, Music & Musicals"
867,Eeb Allay Ooo!,97,TV-MA,2019,"Comedies, Dramas, Independent Movies"
868,No Escape Room,85,TV-14,2018,Horror Movies
869,The Most Unknown,92,TV-PG,2018,Documentaries
870,Animals on the Loose: A You vs. Wild Movie,139,TV-PG,2021,Children & Family Movies
871,Awara Paagal Deewana,162,TV-14,2002,"Action & Adventure, Comedies, Dramas"
872,The Resurrection of Gavin Stone,92,PG,2017,"Children & Family Movies, Comedies, Dramas"
873,"My Teacher, My Obsession",86,TV-14,2018,Thrillers
874,Namaste Wahala,107,TV-14,2021,"Comedies, Dramas, International Movies"
875,Monsoon,85,TV-MA,2020,"Dramas, Independent Movies, LGBTQ Movies"
876,Hate by Dani Rovira,83,TV-MA,2021,Stand-Up Comedy
877,Mundina Nildana,104,TV-MA,2019,"Dramas, International Movies, Romantic Movies"
878,To All The Boys: Always And Forever,116,TV-14,2021,"Comedies, Romantic Movies"
879,Xico's Journey,87,TV-Y7,2021,Children & Family Movies
880,Growing up and other problems,91,TV-14,2018,"Comedies, Dramas, International Movies"
881,Layla Majnun,119,TV-14,2020,"Dramas, International Movies, Romantic Movies"
882,Middle of Nowhere,102,R,2012,"Dramas, Independent Movies, Romantic Movies"
883,Red Dot,86,TV-MA,2021,"International Movies, Thrillers"
884,Squared Love,102,TV-14,2021,"Comedies, International Movies, Romantic Movies"
885,This Is the Life,98,TV-MA,2008,"Documentaries, Music & Musicals"
886,The Misadventures of Hedi and Cokeman,99,TV-MA,2021,"Comedies, International Movies"
887,The World We Make,108,PG,2019,"Dramas, Romantic Movies"
888,War Dogs,114,R,2016,"Comedies, Dramas"
889,Monster Run,104,TV-14,2020,"Action & Adventure, International Movies"
890,Blanche Gardin: I talk to myself,88,TV-MA,2017,Stand-Up Comedy
891,Doob: No Bed of Roses,104,TV-PG,2017,"Dramas, Independent Movies, International Movies"
892,Little Big Women,123,TV-14,2020,"Dramas, International Movies"
893,Malcolm & Marie,106,R,2021,"Dramas, Independent Movies"
894,Space Sweepers,138,TV-MA,2021,"Action & Adventure, Dramas, International Movies"
895,"Strip Down, Rise Up",113,R,2021,Documentaries
896,The Last Paradiso,107,TV-MA,2020,"Dramas, International Movies, Romantic Movies"
897,The Yin-Yang Master: Dream Of Eternity,133,TV-14,2021,"Action & Adventure, International Movies"
898,All My Friends Are Dead,97,TV-MA,2020,"Comedies, Dramas, International Movies"
899,Black Beach,116,TV-MA,2020,"Action & Adventure, International Movies"
900,"Our Lady of San Juan, Four Centuries of Miracles",123,TV-PG,2020,"Dramas, Faith & Spirituality, International Movies"
901,Beverly Hills Ninja,89,PG-13,1997,"Action & Adventure, Comedies"
902,Rocks,93,TV-MA,2019,Dramas
903,Shutter Island,139,R,2010,Thrillers
904,The Bank Job,112,R,2008,"Dramas, International Movies, Thrillers"
905,Zathura,101,PG,2005,"Children & Family Movies, Sci-Fi & Fantasy"
906,Fatima,113,PG-13,2020,"Dramas, Faith & Spirituality"
907,Hell Fest,89,R,2018,Horror Movies
908,Below Zero,107,TV-MA,2021,"Action & Adventure, International Movies"
909,Finding â€˜Ohana,123,PG,2021,"Children & Family Movies, Comedies"
910,The Dig,113,PG-13,2021,"Dramas, International Movies"
911,Hire a Woman,108,TV-14,2019,"Comedies, International Movies, Romantic Movies"
912,June & Kopi,90,TV-PG,2021,"Children & Family Movies, Dramas, International Movies"
913,She Is,102,TV-PG,2019,"Dramas, International Movies, Romantic Movies"
914,Accomplice,52,TV-14,2021,"Documentaries, International Movies, Sports Movies"
915,Kilometers and Kilometers,127,TV-MA,2020,"Comedies, Dramas, Independent Movies"
916,Penguin Bloom,95,TV-14,2021,"Children & Family Movies, Dramas"
917,Black Rose,121,TV-14,2018,"Dramas, International Movies"
918,So My Grandmaâ€™s a Lesbian!,95,TV-MA,2020,"Comedies, International Movies, LGBTQ Movies"
919,The Next Three Days,133,PG-13,2010,"Dramas, Thrillers"
920,The White Tiger,127,R,2021,Dramas
921,Friendsgiving,95,R,2020,Comedies
922,The Shadow of Violence,101,R,2020,Dramas
923,Cut Throat City,123,R,2020,Dramas
924,Sightless,89,TV-14,2020,Thrillers
925,Homefront,100,R,2013,Action & Adventure
926,A Monster Calls,108,PG-13,2016,"Dramas, Sci-Fi & Fantasy"
927,Death of Me,94,R,2020,Horror Movies
928,Radium Girls,103,TV-14,2018,"Dramas, Independent Movies"
929,Double Dad,105,TV-G,2020,"Children & Family Movies, Comedies, Dramas"
930,Outside the Wire,116,R,2021,Action & Adventure
931,Penguins of Madagascar: The Movie,92,PG,2014,"Children & Family Movies, Comedies"
932,Pinkfong & Baby Shark's Space Adventure,65,TV-Y,2019,Children & Family Movies
933,Chris Rock Total Blackout: The Tamborine Extended Cut,98,TV-MA,2021,Stand-Up Comedy
934,The Vanished,115,R,2020,Thrillers
935,Tribhanga - Tedhi Medhi Crazy,96,TV-MA,2021,"Dramas, International Movies"
936,What Would Sophia Loren Do?,32,TV-14,2021,Documentaries
937,Wish You,102,TV-PG,2021,"Dramas, International Movies, LGBTQ Movies"
938,Tanda Tanya,102,TV-MA,2011,"Dramas, International Movies"
939,The Heartbreak Club,101,TV-14,2020,"Comedies, Dramas, International Movies"
940,An Imperfect Murder,71,R,2017,"Dramas, Thrillers"
941,Al acecho,81,TV-MA,2019,"International Movies, Thrillers"
942,"Crack: Cocaine, Corruption & Conspiracy",90,TV-MA,2021,Documentaries
943,The Intouchables,112,R,2011,"Comedies, Dramas, International Movies"
944,Apaharan,161,TV-14,2005,"Dramas, International Movies"
945,BluffMaster!,129,TV-14,2005,"Comedies, International Movies, Romantic Movies"
946,Charming,85,TV-Y7,2021,"Children & Family Movies, Comedies"
947,Gangaajal,148,TV-MA,2003,"Dramas, International Movies"
948,Ratones Paranoicos: The Band that Rocked Argentina,76,TV-MA,2021,"Documentaries, International Movies, Music & Musicals"
949,Is Love Enough? Sir,99,TV-MA,2018,"Dramas, Independent Movies, International Movies"
950,100% Halal,101,TV-14,2020,"Dramas, International Movies"
951,Leap!,89,PG,2016,"Children & Family Movies, Comedies"
952,Pieces of a Woman,128,R,2020,Dramas
953,Tony Parker: The Final Shot,99,TV-14,2020,"Documentaries, International Movies, Sports Movies"
954,Hello Brother,126,TV-14,1999,"Action & Adventure, Comedies, International Movies"
955,Playing for Keeps,106,PG-13,2012,"Comedies, Romantic Movies, Sports Movies"
956,Asphalt Burning,101,TV-14,2020,"Action & Adventure, Comedies, International Movies"
957,Bad Grandpa .5,87,TV-MA,2014,Comedies
958,Case 39,111,R,2009,"Horror Movies, Thrillers"
959,Eddie Murphy: Raw,90,R,1987,Stand-Up Comedy
960,Full Out 2: You Got This!,91,TV-Y,2020,"Children & Family Movies, Dramas, Sports Movies"
961,Gimme Shelter,101,PG-13,2013,"Dramas, Independent Movies"
962,Good Burger,96,PG,1997,"Children & Family Movies, Comedies"
963,Good Hair,96,PG-13,2009,Documentaries
964,Into the Wild,148,R,2007,"Action & Adventure, Dramas, Independent Movies"
965,London Heist,96,R,2017,Action & Adventure
966,Mean Girls 2,98,PG-13,2011,Comedies
967,Mystic Pizza,104,R,1988,"Comedies, Dramas, Independent Movies"
968,The Creative Brain,53,TV-14,2019,Documentaries
969,Unknown,113,PG-13,2011,"Action & Adventure, Thrillers"
970,What Happened to Mr. Cha?,102,TV-MA,2021,"Comedies, International Movies"
971,What's Eating Gilbert Grape,118,PG-13,1993,"Classic Movies, Dramas, Independent Movies"
972,Alaska Is a Drag,83,TV-MA,2017,"Dramas, LGBTQ Movies"
973,Bobby Jasoos,116,TV-14,2014,"Comedies, Dramas, International Movies"
974,Tarung Sarung,116,TV-PG,2020,"Action & Adventure, Dramas, Faith & Spirituality"
975,Too Handsome to Handle,106,TV-14,2019,"Comedies, Dramas, International Movies"
976,The Rope Curse 2,105,TV-MA,2020,"Horror Movies, International Movies"
977,Cops and Robbers,8,PG-13,2020,Dramas
978,Rango,110,PG,2011,"Children & Family Movies, Comedies"
979,Death to 2020,71,TV-MA,2020,Comedies
980,DNA,91,TV-MA,2020,"Dramas, International Movies"
981,The Magic School Bus Rides Again In the Zone,46,TV-Y,2020,Children & Family Movies
982,AK vs AK,109,TV-MA,2020,"Comedies, Dramas, International Movies"
983,Isa Pa with Feelings,102,TV-G,2019,"International Movies, Romantic Movies"
984,We Can Be Heroes,101,PG,2020,"Children & Family Movies, Comedies"
985,Bridezilla,94,TV-MA,2019,"Comedies, Dramas, International Movies"
986,Cemara's Family,110,TV-G,2018,"Children & Family Movies, Dramas, International Movies"
987,"Hello, Love, Goodbye",117,TV-14,2019,"Dramas, International Movies, Romantic Movies"
988,The History of Future Folk,85,TV-14,2012,"Action & Adventure, Comedies, Independent Movies"
989,The Midnight Sky,119,PG-13,2020,Dramas
990,Your Name Engraved Herein,115,TV-MA,2020,"Dramas, International Movies, LGBTQ Movies"
991,After We Collided,105,R,2020,"Dramas, Romantic Movies"
992,London Hughes: To Catch a D*ck,68,TV-MA,2020,Stand-Up Comedy
993,QLIMAX THE SOURCE,57,TV-14,2020,Music & Musicals
994,Shaun the Sheep: The Farmerâ€™s Llamas,28,TV-Y,2020,"Children & Family Movies, Comedies"
995,"Ariana grande: excuse me, i love you",98,TV-MA,2020,"Documentaries, Music & Musicals"
996,The Con Is On,95,R,2018,Comedies
997,Mohamed Hussein,96,TV-14,2019,"Comedies, International Movies"
998,Rhys Nicholson Live at the Athenaeum,66,TV-MA,2020,Stand-Up Comedy
999,Atlas Shrugged: Part II,112,PG-13,2012,Dramas
1000,Guest House,84,R,2020,Comedies
1001,Ma Rainey's Black Bottom,94,R,2020,"Dramas, Music & Musicals"
1002,Mukhsin,98,TV-PG,2006,"Children & Family Movies, Comedies, Dramas"
1003,Rabun,85,TV-PG,2004,"Dramas, Independent Movies, International Movies"
1004,Talentime,120,TV-14,2009,"Dramas, International Movies, Romantic Movies"
1005,An Unremarkable Christmas,83,TV-14,2020,"Comedies, Dramas, International Movies"
1006,Braven,94,R,2018,Action & Adventure
1007,Eggnoid: Love & Time Portal,102,TV-14,2019,"Dramas, International Movies, Romantic Movies"
1008,Love You to the Stars and Back,111,TV-14,2017,"Comedies, International Movies, Romantic Movies"
1009,The Wedding Shaman,111,TV-PG,2019,"Dramas, International Movies, Romantic Movies"
1010,Sakaling Maging Tayo,90,TV-14,2019,"International Movies, Romantic Movies"
1011,Bwakaw,110,TV-MA,2012,"Dramas, International Movies, LGBTQ Movies"
1012,Incarnate,87,PG-13,2016,"Horror Movies, Thrillers"
1013,Lee Daniels' The Butler,132,PG-13,2013,Dramas
1014,Nocturnal Animals,117,R,2016,"Dramas, Thrillers"
1015,Vir Das: Outside In - The Lockdown Special,50,TV-MA,2020,Stand-Up Comedy
1016,A Trash Truck Christmas,28,TV-Y,2020,Children & Family Movies
1017,Grizzlies,106,R,2018,"Dramas, Independent Movies, Sports Movies"
1018,The Professor and the Madman,125,TV-14,2019,"Dramas, Independent Movies"
1019,A California Christmas,107,PG-13,2020,"Comedies, Romantic Movies"
1020,Canvas,9,G,2020,"Children & Family Movies, Dramas"
1021,Giving Voice,91,PG-13,2020,Documentaries
1022,The Prom,132,PG-13,2020,"Comedies, LGBTQ Movies, Music & Musicals"
1023,Torbaaz,133,TV-MA,2020,"Dramas, International Movies, Sports Movies"
1024,Life's Speed Bump,109,TV-14,2006,"Comedies, International Movies"
1025,Funny Boy,109,TV-MA,2020,"Dramas, LGBTQ Movies"
1026,Just The Way You Are,107,TV-G,2016,"International Movies, Romantic Movies"
1027,She's the One,111,TV-14,2013,"Dramas, International Movies, Romantic Movies"
1028,The Panti Sisters,108,TV-MA,2019,"Comedies, International Movies, LGBTQ Movies"
1029,"Kalel, 15",105,TV-MA,2019,"Dramas, Independent Movies, International Movies"
1030,Chico Bon Bon and the Very Berry Holiday,25,TV-Y,2020,Children & Family Movies
1031,Rose Island,119,TV-14,2020,"Comedies, Dramas, International Movies"
1032,AndrÃ© & his olive tree,104,TV-PG,2020,"Documentaries, International Movies"
1033,Bobbleheads The Movie,83,PG,2020,"Children & Family Movies, Comedies"
1034,Spirit Riding Free: Ride Along Adventure,79,TV-Y7,2020,Children & Family Movies
1035,Triple 9,115,R,2016,"Dramas, Thrillers"
1036,Super Monsters: Santaâ€™s Super Monster Helpers,24,TV-Y,2020,Children & Family Movies
1037,Ava,97,R,2020,"Action & Adventure, Dramas"
1038,Mighty Express: A Mighty Christmas,26,TV-Y,2020,Children & Family Movies
1039,Captain Underpants Mega Blissmas,46,TV-Y7,2020,"Children & Family Movies, Comedies"
1040,Christmas Crossfire,106,TV-MA,2020,"Comedies, International Movies, Thrillers"
1041,MANK,133,R,2020,"Dramas, Independent Movies"
1042,You Are My Home,93,TV-PG,2020,"Children & Family Movies, Dramas"
1043,Between Maybes,108,TV-14,2019,"Dramas, International Movies, Romantic Movies"
1044,Break,96,TV-MA,2018,"Comedies, Dramas, International Movies"
1045,Just Another Christmas,101,TV-MA,2020,"Comedies, International Movies"
1046,Must Be... Love,106,TV-14,2013,"Comedies, Dramas, International Movies"
1047,Ari EldjÃ¡rn: Pardon My Icelandic,54,TV-MA,2020,Stand-Up Comedy
1048,Fierce,118,TV-MA,2020,"Comedies, Dramas, International Movies"
1049,3 Days to Kill,117,PG-13,2014,Action & Adventure
1050,Angela's Christmas Wish,48,TV-Y,2020,Children & Family Movies
1051,Angels & Demons,139,PG-13,2009,Thrillers
1052,Chef,115,R,2014,"Comedies, Independent Movies"
1053,Effie Gray,109,PG-13,2014,"Dramas, International Movies, Romantic Movies"
1054,Monster House,91,PG,2006,"Children & Family Movies, Comedies"
1055,Natalie Palamides: Nate - A One Man Show,60,TV-MA,2020,Comedies
1056,Peppermint,102,R,2018,Action & Adventure
1057,Hazel Brugger: Tropical,58,TV-MA,2020,Stand-Up Comedy
1058,Quigley Down Under,120,PG-13,1990,Action & Adventure
1059,The Da Vinci Code,149,PG-13,2006,Thrillers
1060,The Happytime Murders,91,R,2018,"Action & Adventure, Comedies"
1061,U-Turn,99,TV-MA,2020,"Horror Movies, International Movies"
1062,Finding Agnes,106,TV-PG,2020,"Dramas, International Movies"
1063,Rust Creek,108,R,2018,Thrillers
1064,Spookley and the Christmas Kittens,45,TV-Y,2019,Children & Family Movies
1065,The 2nd,93,TV-MA,2020,Action & Adventure
1066,A Go! Go! Cory Carson Christmas,22,TV-Y,2020,Children & Family Movies
1067,Dance Dreams: Hot Chocolate Nutcracker,81,TV-PG,2020,"Children & Family Movies, Documentaries"
1068,Donâ€™t Listen,98,TV-MA,2020,"Horror Movies, International Movies"
1069,Notes for My Son,84,TV-MA,2020,"Dramas, International Movies"
1070,Andhaghaaram,171,TV-14,2020,"Horror Movies, International Movies, Thrillers"
1071,The Beast,100,TV-MA,2020,"Action & Adventure, International Movies"
1072,The Call,112,TV-MA,2020,"International Movies, Thrillers"
1073,Fantastica,114,TV-PG,2018,"Comedies, International Movies, LGBTQ Movies"
1074,Larry the Cable Guy: Remain Seated,68,TV-14,2020,Stand-Up Comedy
1075,Mosul,103,TV-MA,2020,"Action & Adventure, Dramas, International Movies"
1076,Unexpectedly Yours,121,TV-14,2017,"Comedies, International Movies, Romantic Movies"
1077,Ghosts of War,95,R,2020,Horror Movies
1078,Shawn Mendes: Live in Concert,87,TV-PG,2020,Music & Musicals
1079,The Christmas Chronicles: Part Two,115,PG,2020,"Children & Family Movies, Comedies"
1080,Andhakaaram,171,TV-14,2020,"Horror Movies, International Movies, Thrillers"
1081,Dragons: Rescue Riders: Huttsgalor Holiday,46,TV-Y,2020,"Children & Family Movies, Comedies"
1082,Hillbilly Elegy,117,R,2020,Dramas
1083,Hard Kill,98,R,2020,Action & Adventure
1084,Shawn Mendes: In Wonder,83,TV-MA,2020,"Documentaries, Music & Musicals"
1085,The Suit,97,TV-14,2018,"Action & Adventure, Comedies, International Movies"
1086,Dolly Partonâ€™s Christmas on the Square,99,TV-PG,2020,"Children & Family Movies, Music & Musicals"
1087,Machete Kills,108,R,2013,Action & Adventure
1088,40 Sticks,93,TV-14,2019,"International Movies, Thrillers"
1089,Alien Xmas,42,TV-Y,2020,Children & Family Movies
1090,If Anything Happens I Love You,13,PG,2020,Dramas
1091,The App That Stole Christmas,64,TV-PG,2020,"Children & Family Movies, Comedies"
1092,Black Friday,162,TV-MA,2004,"Dramas, International Movies"
1093,Bodyguard,130,TV-14,2011,"Action & Adventure, Comedies, International Movies"
1094,Break Ke Baad,108,TV-14,2010,"Comedies, International Movies, Music & Musicals"
1095,Hawaizaada,129,TV-14,2015,"Dramas, International Movies, Romantic Movies"
1096,My Amnesia Girl,105,TV-14,2010,"International Movies, Romantic Movies"
1097,Raman Raghav 2.0,133,TV-MA,2016,"International Movies, Thrillers"
1098,Singham,142,TV-14,2011,"Action & Adventure, Dramas, International Movies"
1099,TE3N,128,TV-14,2016,"Dramas, International Movies, Thrillers"
1100,The Princess Switch: Switched Again,97,TV-G,2020,"Children & Family Movies, Comedies, Dramas"
1101,Three Words to Forever,107,TV-G,2018,"Comedies, Dramas, International Movies"
1102,Well Done Abba,135,TV-14,2009,"Comedies, International Movies"
1103,Ainu Mosir,84,TV-PG,2020,"Dramas, International Movies"
1104,Kevin Hart: Zero F**ks Given,70,TV-MA,2020,Stand-Up Comedy
1105,Loving,124,PG-13,2016,"Dramas, Romantic Movies"
1106,Whose Streets?,102,R,2017,Documentaries
1107,A Very Country Christmas,84,TV-G,2017,"Music & Musicals, Romantic Movies"
1108,Cloudy with a Chance of Meatballs 2,95,PG,2013,"Children & Family Movies, Comedies"
1109,Hometown Holiday,84,TV-G,2018,Romantic Movies
1110,White Christmas,120,TV-G,1954,"Children & Family Movies, Classic Movies, Comedies"
1111,Killer Cove,87,TV-14,2019,Thrillers
1112,Fukrey Boyzzz: Space Mein Fukrapanti,75,TV-Y7,2020,"Children & Family Movies, Comedies"
1113,Jingle Jangle: A Christmas Journey,124,PG,2020,"Children & Family Movies, Music & Musicals"
1114,The Beginning of Life 2: Outside,92,TV-PG,2020,"Documentaries, International Movies"
1115,The Life Ahead,95,PG-13,2020,"Dramas, International Movies"
1116,A Very Special Love,107,TV-G,2008,"International Movies, Romantic Movies"
1117,First Love,123,TV-MA,2018,"Dramas, International Movies, Romantic Movies"
1118,Fruitvale Station,85,R,2013,"Dramas, Independent Movies"
1119,Ludo,150,TV-MA,2020,"Comedies, Dramas, International Movies"
1120,Memories of a Teenager,97,TV-MA,2019,"Dramas, International Movies, LGBTQ Movies"
1121,Prom Night,88,PG-13,2008,Horror Movies
1122,What We Wanted,93,TV-MA,2020,"Dramas, International Movies"
1123,Citation,151,TV-MA,2020,"Dramas, International Movies"
1124,Girl's Revenge,82,TV-MA,2020,"Dramas, International Movies"
1125,The Endless Trench,148,TV-MA,2019,"Dramas, Independent Movies, International Movies"
1126,The Late Bloomer,95,R,2016,Comedies
1127,A New York Christmas Wedding,90,TV-MA,2020,"Dramas, LGBTQ Movies, Romantic Movies"
1128,Alone/Together,103,TV-14,2019,"Dramas, International Movies, Romantic Movies"
1129,Midnight at the Magnolia,87,TV-G,2020,"Comedies, Romantic Movies"
1130,One More Try,102,TV-14,2012,"Dramas, International Movies, Romantic Movies"
1131,Operation Christmas Drop,96,TV-G,2020,"Children & Family Movies, Comedies, Romantic Movies"
1132,The Beginning of Life,96,TV-PG,2016,"Documentaries, International Movies"
1133,Christmas with a Prince,86,TV-PG,2018,"Comedies, Dramas, Romantic Movies"
1134,Miss India,136,TV-PG,2020,"Dramas, International Movies"
1135,Felix Lobrecht: Hype,60,TV-MA,2020,Stand-Up Comedy
1136,MOTHER,127,TV-14,2020,"Dramas, International Movies"
1137,Prospect,100,R,2018,"Sci-Fi & Fantasy, Thrillers"
1138,Christmas Break-In,87,TV-PG,2019,"Children & Family Movies, Comedies"
1139,Elf Pets: A Fox Cubâ€™s Christmas Tale,28,TV-Y,2020,Children & Family Movies
1140,Elf Pets: Santaâ€™s Reindeer Rescue,27,TV-Y,2020,Children & Family Movies
1141,Elliot the Littlest Reindeer,90,PG,2018,Children & Family Movies
1142,Little Monsters,102,PG,1989,"Children & Family Movies, Comedies"
1143,Mile 22,94,R,2018,Action & Adventure
1144,Piercing,81,R,2018,"Dramas, Independent Movies, Thrillers"
1145,Snowden,134,R,2016,"Dramas, Thrillers"
1146,The Impossible,114,PG-13,2012,Dramas
1147,The Next Karate Kid,107,PG,1994,"Action & Adventure, Dramas, Sports Movies"
1148,Wheels of Fortune,107,R,2020,"Comedies, Sports Movies"
1149,The 12th Man,130,TV-MA,2018,"Action & Adventure, Dramas, International Movies"
1150,Hidden in Plain Sight,87,TV-14,2019,"Dramas, Independent Movies, Thrillers"
1151,His House,93,TV-14,2020,"Horror Movies, Independent Movies"
1152,In Line,114,TV-14,2017,"Dramas, International Movies"
1153,Kaali Khuhi,91,TV-14,2020,"Horror Movies, International Movies"
1154,La Gran IlusiÃ³n,50,TV-14,2016,International Movies
1155,Rogue City,116,TV-MA,2020,"Dramas, International Movies, Thrillers"
1156,The Day of the Lord,93,TV-MA,2020,"Horror Movies, International Movies"
1157,Pagpag: Nine Lives,106,TV-14,2013,"Horror Movies, International Movies"
1158,Holidate,105,TV-MA,2020,"Comedies, Romantic Movies"
1159,Metallica Through The Never,93,R,2013,Music & Musicals
1160,Nobody Sleeps in the Woods Tonight,103,TV-MA,2020,"Horror Movies, International Movies"
1161,Secrets of the Saqqara Tomb,114,TV-PG,2020,Documentaries
1162,Guillermo Vilas: Settling the Score,95,TV-14,2020,"Documentaries, International Movies, Sports Movies"
1163,Sarah Cooper: Everything's Fine,50,TV-MA,2020,Comedies
1164,Ajab Prem Ki Ghazab Kahani,150,TV-14,2009,"Comedies, International Movies, Music & Musicals"
1165,Black '47,100,R,2018,"Action & Adventure, Dramas, Independent Movies"
1166,I Am Woman,117,TV-MA,2019,"Dramas, Music & Musicals"
1167,Alice Junior,87,TV-MA,2019,"Comedies, International Movies, LGBTQ Movies"
1168,Over the Moon,100,PG,2020,"Children & Family Movies, Music & Musicals"
1169,Shattered Memories,86,TV-14,2018,"Dramas, Thrillers"
1170,Bending the Arc,102,TV-MA,2017,Documentaries
1171,Cadaver,87,TV-MA,2020,"Horror Movies, International Movies"
1172,Exes Baggage,103,TV-MA,2018,"Dramas, International Movies, Romantic Movies"
1173,Fisherman's Friends,112,PG-13,2019,"Comedies, Dramas, Music & Musicals"
1174,The Hows of Us,120,TV-14,2018,"Dramas, International Movies, Romantic Movies"
1175,The Hummingbird Project,111,R,2018,"Dramas, Independent Movies"
1176,"Yes, God, Yes",78,R,2020,"Comedies, Dramas, Independent Movies"
1177,Brave Blue World: Racing to Solve Our Water Crisis,51,TV-PG,2020,"Documentaries, International Movies"
1178,Rebecca,123,PG-13,2020,"Dramas, Romantic Movies, Thrillers"
1179,The Magic School Bus Rides Again The Frizz Connection,46,TV-Y,2020,Children & Family Movies
1180,Tremors: Shrieker Island,102,PG-13,2020,"Action & Adventure, Horror Movies"
1181,Beirut Oh Beirut,106,TV-14,1975,"Classic Movies, Dramas, International Movies"
1182,Bosta,112,TV-14,2005,"Dramas, International Movies, Music & Musicals"
1183,Ghadi,101,TV-MA,2013,"Comedies, Dramas, International Movies"
1184,Heritages,96,TV-14,2014,"Documentaries, International Movies"
1185,Listen,103,TV-MA,2017,"Dramas, Independent Movies, International Movies"
1186,Out of Life,94,TV-MA,1991,"Classic Movies, Dramas, Independent Movies"
1187,Panoptic,69,TV-MA,2017,"Documentaries, International Movies"
1188,Taxi Ballad,81,TV-MA,2012,"Dramas, International Movies"
1189,The Kite,76,TV-MA,2003,"Dramas, International Movies, Romantic Movies"
1190,The Little Wars,108,TV-14,1982,"Dramas, Independent Movies, International Movies"
1191,Under the Bombs,94,TV-MA,2007,"Dramas, Independent Movies, International Movies"
1192,West Beirut,106,TV-MA,1999,"Dramas, International Movies"
1193,What Did I Mess,98,TV-14,2018,"Comedies, International Movies, Romantic Movies"
1194,Whispers,93,TV-14,1980,"Documentaries, International Movies"
1195,Zozo,99,TV-MA,2005,"Dramas, International Movies"
1196,ParaNorman,93,PG,2012,"Children & Family Movies, Comedies"
1197,Rooting for Roona,42,TV-PG,2020,"Documentaries, International Movies"
1198,I Am Vengeance: Retaliation,82,R,2020,Action & Adventure
1199,Disconnect,107,TV-MA,2018,"Comedies, International Movies, Romantic Movies"
1200,In a Valley of Violence,104,R,2016,Action & Adventure
1201,The Trial of the Chicago 7,130,R,2020,Dramas
1202,Unfriended,83,R,2014,"Horror Movies, Thrillers"
1203,A Babysitter's Guide to Monster Hunting,99,TV-PG,2020,Children & Family Movies
1204,Batman: The Killing Joke,77,R,2016,Action & Adventure
1205,El-Khawaga's Dilemma,94,TV-14,2018,"Action & Adventure, Comedies, International Movies"
1206,Kartini: Princess of Java,118,TV-PG,2017,"Dramas, International Movies"
1207,Love Like the Falling Rain,87,TV-14,2020,"Dramas, International Movies, Romantic Movies"
1208,A Choo,101,TV-14,2020,"Action & Adventure, International Movies, Romantic Movies"
1209,BLACKPINK: Light Up the Sky,80,TV-14,2020,"Documentaries, Music & Musicals"
1210,The Three Deaths of Marisela Escobedo,110,TV-MA,2020,"Documentaries, International Movies"
1211,Fida,117,TV-14,2004,"International Movies, Romantic Movies, Thrillers"
1212,Octonauts & the Great Barrier Reef,47,TV-Y,2020,Children & Family Movies
1213,Dil,165,TV-14,1990,"Comedies, Dramas, International Movies"
1214,Disco Dancer,134,TV-14,1982,"Cult Movies, Dramas, International Movies"
1215,Hunterrr,140,TV-MA,2015,"Comedies, International Movies, Romantic Movies"
1216,Phir Hera Pheri,150,TV-14,2006,"Comedies, International Movies"
1217,The Legend of Bhagat Singh,156,TV-14,2002,"Dramas, International Movies"
1218,House of the Witch,86,TV-MA,2017,Horror Movies
1219,Ginny Weds Sunny,126,TV-MA,2020,"Comedies, International Movies, Romantic Movies"
1220,My Step Dad: The Hippie,100,TV-MA,2018,"Comedies, International Movies"
1221,The Forty-Year-Old Version,124,R,2020,"Comedies, Dramas, Independent Movies"
1222,Bigflo & Oli: Hip Hop Frenzy,100,TV-MA,2020,"Documentaries, International Movies, Music & Musicals"
